id,gender,subCategory,articleType,baseColour,season,year,usage,link,company,location,fabric,fit,location_encoded,gender_encoded
29584,Men,Topwear,Tshirts,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7a1bc7d255671c7f4b85f1b1b35e945b_images.jpg,Indigo,Bangalore,modal,regular,1,2
28456,Women,Bottomwear,Skirts,Blue,Summer,2012.0,Sports,http://assets.myntassets.com/v1/images/style/properties/c3a37f190933411b11c0fa488bc8bc4d_images.jpg,Urban,Chennai,cotton,pleated,3,4
34009,Girls,Topwear,Tops,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/dce310e4c15223a6c964631190263284_images.jpg,Gini,Bhopal,chiffon,peplum,2,1
9694,Men,Topwear,Tshirts,White,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/9b9622c9c440e59a67c876cf07706f3c_images.jpg,Classic,Chennai,cotton,athletic,3,2
15984,Men,Topwear,Shirts,Yellow,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/1049df82b306da238c324c6c7031b135_images.jpg,Turtle,Goa,polyester,regular,5,2
59297,Men,Topwear,Shirts,White,Fall,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-White---Navy-Blue-Shirt_233bed1565b9ac72f62fb685a2223f3c_images.jpg,U.S.,Jaipur,modal,regular,8,2
27846,Women,Topwear,Blazers,Charcoal,Summer,2012.0,Formal,http://assets.myntassets.com/v1/images/style/properties/a2826334fe816ee0e95ce93b8aabc90d_images.jpg,Scullers,Goa,fabric_unknown,regular,5,4
26994,Women,Bottomwear,Jeans,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/Jealous-21-Women-Black-Jeans_6c38590b2ec56b444a760aa56a8ef7e9_images.jpg,Jealous,Ahmedabad,cotton,skinny,0,4
54588,Women,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Sushilas-Women-Printed-Green-Kurta_c9347616597dbcbe6eca805e1677c269_images.jpg,Sushilas,Guwahati,khadi,loose,6,4
8322,Boys,Topwear,Tshirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/117451d5bf32c9ec341a6dfd0c28121a_images.jpg,Doodle,Bangalore,nylon,slim,1,0
7158,Men,Topwear,Shirts,Green,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/9b2dc2cfc35d37aee2f4d46532384605_images.jpg,Scullers,Kochi,modal,regular,9,2
19547,Men,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/2641289161a53042c64ced38cadb099b_images.jpg,United,Ahmedabad,cotton,cropped,0,2
7964,Men,Topwear,Tshirts,Black,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/59433decf845a0c856d3879435d95560_images.jpg,Puma,Guwahati,cotton,athletic,6,2
39140,Women,Apparel Set,Kurta Sets,Black,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/4d16721ce6d31a02786fa271a40dbc86_images.jpg,Aneri,Lucknow,cotton,modern,11,4
16392,Men,Topwear,Shirts,Red,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/9584fab8cde60a77e797973020e5c91d_images.jpg,Levis,Bhopal,viscose,regular,2,2
51455,Women,Topwear,Shrug,Pink,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/28d91b2c102e5742714c7f706a73eeb4_images.jpg,Tonga,Bhopal,chiffon,cropped,2,4
17240,Men,Topwear,Tshirts,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7648ed40d904bf77502b84894f9cb980_images.jpg,U.S.,Ahmedabad,viscose,slim,0,2
6617,Men,Topwear,Shirts,Black,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/5c0c7cee1d5905a18f6a8d4821ae21aa_images.jpg,Spykar,Bangalore,modal,regular,1,2
3365,Men,Topwear,Tshirts,Black,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/477a546e340e50d1c7d4fb252a146692_images.jpg,Myntra,Mumbai,nylon,slim,12,2
10065,Men,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/ef754e63472dece06abfa6d6c1266d91_images.jpg,Puma,Srinagar,spandex,oversized,14,2
5092,Men,Topwear,Tshirts,Purple,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/f9622342fedb746c6515647f128b94a6_images.jpg,Wrangler,Jaipur,nylon,slim,8,2
10859,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/cc57b520818a0ada689545d2bdd025d9_images.jpg,Wrangler,Bhopal,polyester,boxy,2,2
59638,Women,Saree,Sarees,Green,Fall,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/FNF-Green-Collection-for-Wedding-Sari_7e6a7f6bba933b0923861ac3b65c9f5e_images.jpg,FNF,Chennai,georgette,bridal,3,4
10257,Men,Bottomwear,Trousers,Black,Fall,2011.0,Formal,http://assets.myntassets.com/v1/images/style/properties/bbddb8510d402639e0a038bde5ec08bb_images.jpg,John,Chennai,blend,wide-leg,3,2
24062,Men,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/b24d6360e5f726e86b7db28e2225894b_images.jpg,Locomotive,Lucknow,cotton,athletic,11,2
11385,Women,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/c843af98fead5393ecf56934e07ca496_images.jpg,United,Mumbai,cashmere,athletic,12,4
22395,Men,Topwear,Shirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/e01152d30659f4099b46cb0c1fcb918b_images.jpg,Mark,Chennai,spandex,regular,3,2
31782,Women,Topwear,Tops,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/5b427e7381af213df2d54a17cd193aea_images.jpg,Lee,Kolkata,chiffon,peplum,10,4
12500,Men,Topwear,Shirts,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/47e0bf9f4a04bd6f5901c0f4fc65e54d_images.jpg,United,Srinagar,cotton,regular,14,2
30650,Men,Topwear,Tshirts,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/75c8932f3b5a274c73e3c94f95540d7b_images.jpg,Nike,Bangalore,modal,regular,1,2
32563,Women,Bottomwear,Trousers,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/ONLY-Women-directoire-blue-Trousers_9ad40a06ae4b8c071f84e12599c1c9b7_images.jpg,ONLY,Kochi,corduroy,slim,9,4
40143,Girls,Topwear,Tops,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/fc3c1b46906d5c148c45f532d0b3ffb5_images.jpg,Gini,Ahmedabad,chiffon,peplum,0,1
24406,Women,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/cc658745ce38f9e09bec039a997155a9_images.jpg,Vishudh,Shimla,cotton,anarkali,13,4
21174,Women,Topwear,Tops,Beige,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/5a76ef8930d8bd543d8f7e6f5383d390_images.jpg,s.Oliver,Goa,polyester,wrap,5,4
15341,Women,Bottomwear,Shorts,Pink,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/f105cf31753c2cbdf23e8722dc83a019_images.jpg,Nike,Lucknow,spandex,cargo,11,4
14293,Men,Topwear,Tshirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/8e4099bc672a376b156e1fe903fd5e16_images.jpg,Classic,Kolkata,polyester,boxy,10,2
6041,Men,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/b54b7d7f19b9dbb54c85c584719c46ef_images.jpg,UCB,Jaipur,modal,regular,8,2
23623,Girls,Topwear,Tops,Pink,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/ef9685293a987f515492addd034006bf_images.jpg,Doodle,Kolkata,polyester,wrap,10,1
9835,Women,Topwear,Tshirts,Grey,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/e2604389938f13f2cc1a772bba320a45_images.jpg,Little,Delhi,nylon,slim,4,4
7193,Women,Bottomwear,Jeans,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/054b93509e888e996ba7b12b554870e3_images.jpg,Jealous,Shimla,denim,bootcut,13,4
27283,Women,Topwear,Kurtas,Magenta,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/1dea61d01ec84aed63dcbb32adda717a_images.jpg,Mother,Srinagar,khadi,loose,14,4
3533,Men,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/c6a6fbe4d75e40529b7be5427d095142_images.jpg,Myntra,Jaipur,modal,regular,8,2
12164,Women,Topwear,Dupatta,Orange,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/88540c74d7d507c9371c5d9f37125ce1_images.jpg,Aurelia,Hyderabad,chiffon,embroidered,7,4
17624,Men,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Sports,http://assets.myntassets.com/v1/images/style/properties/98252134c6398e50aeebd873e6eafceb_images.jpg,ADIDAS,Kolkata,fleece,athletic,10,2
47154,Girls,Bottomwear,Capris,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/5158808a5bdd60c8c8af6999f8481160_images.jpg,Gini,Kolkata,linen,casual,10,1
13284,Men,Bottomwear,Shorts,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/1d2eaf1491e0bf4906165ab1eaff3ad1_images.jpg,Gini,Mumbai,silk,athletic,12,2
26163,Men,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,http://assets.myntassets.com/v1/images/style/properties/987d4390421e951dafe4bfdaba57f5fd_images.jpg,John,Bangalore,corduroy,slim,1,2
3701,Women,Topwear,Tshirts,Black,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/906c588711dcf840a61168758f463664_images.jpg,Tantra,Chennai,cotton,athletic,3,4
42426,Women,Topwear,Kurtas,Sea Green,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/2e25195b2eaba31b89a991f2e0dbd532_images.jpg,Aurelia,Hyderabad,linen,layered,7,4
10401,Women,Topwear,Tops,Purple,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/144954d20ce2e31fe6953f3e249e9a68_images.jpg,Jealous,Chennai,lace,wrap,3,4
40371,Women,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/a6ea6713bae041ef4f62d3612586d1ef_images.jpg,Tokyo,Bhopal,corduroy,loose,2,4
37223,Women,Topwear,Tops,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/58c4b740c2d2e9b52c6900579c7ff2d2_images.jpg,United,Kolkata,chiffon,peplum,10,4
53766,Men,Topwear,Tshirts,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-White-and-Navy-Blue-Stripe-Polo-T-shirt_a81acd98afcadd66fa8ee8531c82ad46_images.jpg,Puma,Bhopal,viscose,slim,2,2
25520,Girls,Topwear,Tops,White,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/416f7bd57546242fd72a817de0d517e5_images.jpg,Doodle,Delhi,silk,peplum,4,1
32597,Women,Topwear,Tops,Black,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/9d4d7aa206e22813311c0a0406ce02a4_images.jpg,ONLY,Ahmedabad,polyester,wrap,0,4
57100,Women,Topwear,Tops,Pink,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/Elle-Women-Dark-Pink-Top_ce0e1c18ffc47444dcb28bb7b78ae13f_images.jpg,Elle,Lucknow,cotton,off-shoulder,11,4
50325,Women,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Aurelia-Women-Navy-Blue-Kurta_269c51a0aa07f814b0d68df6b37d4113_images.jpg,Aurelia,Delhi,wool,layered,4,4
16530,Men,Topwear,Shirts,Red,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/e87ae94ffdf37c089daaad8d451f6995_images.jpg,Locomotive,Bhopal,viscose,regular,2,2
7167,Men,Topwear,Shirts,Purple,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/11dcaeada4fab2e575c449e922425c5d_images.jpg,Scullers,Shimla,cotton,regular,13,2
46240,Women,Topwear,Tunics,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/3c92594cc9b62cba6a314a9ca9fd1e19_images.jpg,Fusion,Kolkata,linen,asymmetric,10,4
27277,Women,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/a576a21253c4cc6b7c04426389c1c58f_images.jpg,Mother,Kolkata,silk,anarkali,10,4
6889,Women,Topwear,Jackets,Cream,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/01c417703d7775105ba346c691f4700b_images.jpg,Forever,Chennai,leather,bomber,3,4
31312,Women,Topwear,Kurtas,Peach,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/8e6291cb947f1d35eb4ebc3c73baf1eb_images.jpg,W,Lucknow,cotton,anarkali,11,4
12190,Men,Topwear,Shirts,Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/2811fe105e63b5795a6442edb85bb6cd_images.jpg,Basics,Chennai,spandex,regular,3,2
19578,Women,Topwear,Tops,Purple,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/97d87b20b1a8810ee10f617a8a7ccc52_images.jpg,United,Guwahati,lace,wrap,6,4
27879,Women,Topwear,Tops,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/018b322355f8a44f117488fee256049c_images.jpg,Scullers,Kolkata,chiffon,peplum,10,4
6287,Men,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/Classic-Polo-Mens-Swiss-Yellow-T-shirt_e87fa11cdb977d11d3e673a69f4a63db_images.jpg,Classic,Bangalore,nylon,slim,1,2
7355,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7c9e2e7c405128361af34be207a439a2_images.jpg,Tantra,Bhopal,polyester,boxy,2,2
43500,Men,Topwear,Tshirts,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/9dc3c008c07a5df5b46622ee5d8579de_images.jpg,French,Bhopal,viscose,slim,2,2
13270,Women,Topwear,Tops,White,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/b590f001fb08f324b17ce869686b27dc_images.jpg,Palm,Goa,polyester,wrap,5,4
31120,Girls,Topwear,Tops,Pink,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/83f4ab34db71459ba1f80bb8992cf9d5_images.jpg,Palm,Guwahati,lace,wrap,6,1
11527,Men,Topwear,Tshirts,Olive,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/6c598ee94ff155384130481aec05525e_images.jpg,United,Guwahati,cotton,athletic,6,2
40385,Women,Topwear,Tops,Yellow,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/9e616458a21ce9d3b0ddf0895b24df0b_images.jpg,Tokyo,Srinagar,cotton,off-shoulder,14,4
15187,Men,Topwear,Tshirts,White,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/10d750eb60726aff0c78cd599a20e0ab_images.jpg,Arrow,Chennai,cotton,athletic,3,2
14055,Men,Topwear,Shirts,Green,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/6934c2d1bc11313536fd82a1192a1d33_images.jpg,Flying,Kochi,modal,regular,9,2
20260,Men,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/7909093ce4f956a24582b330a249d911_images.jpg,Wrangler,Bhopal,polyester,boxy,2,2
28469,Women,Topwear,Tshirts,Pink,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/8e3ddd6772fdb8b69c328402aa2baa0c_images.jpg,Urban,Chennai,spandex,oversized,3,4
34036,Boys,Topwear,Shirts,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/17d5cdd77de6f87ee2451b98f3466d88_images.jpg,Palm,Guwahati,spandex,regular,6,0
8779,Men,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/f3dc8c5e7e7d7394150506a3f2f417c0_images.jpg,Indigo,Shimla,spandex,regular,13,2
2243,Men,Topwear,Tshirts,White,Fall,2010.0,Sports,http://assets.myntassets.com/v1/images/style/properties/e1bba450764df5aed92151be769e42d0_images.jpg,ADIDAS,Lucknow,spandex,oversized,11,2
33213,Women,Topwear,Tops,Magenta,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/cd2a1ae491facf0acf36443998a0c217_images.jpg,Sepia,Mumbai,silk,peplum,12,4
39729,Women,Topwear,Tops,Olive,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/3d8b78b013627f7e9d738ccec2972480_images.jpg,Arrow,Guwahati,lace,wrap,6,4
11143,Men,Topwear,Shirts,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/62f33289f2a1cbc88d6f8557a2c33638_images.jpg,Scullers,Srinagar,cotton,regular,14,2
56684,Women,Saree,Sarees,Beige,Fall,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/Fabindia-Printed-Beige-Sari_b2b862ad19c18dc983c5cf843fe56bcc_images.jpg,Fabindia,Bhopal,cotton,contemporary,2,4
4988,Women,Dress,Dresses,White,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/e7559ae62df37abf5338b7992aa8c628_images.jpg,Gini,Goa,fabric_unknown,regular,5,4
44341,Men,Topwear,Tshirts,Blue,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/f202fe30bd9441e163b7fbcfcb53e8c2_images.jpg,Indian,Guwahati,spandex,oversized,6,2
33021,Women,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,http://assets.myntassets.com/v1/images/style/properties/051884f22b637d9cf40922baecd8ff20_images.jpg,Mother,Bhopal,rayon,asymmetric,2,4
11371,Men,Topwear,Shirts,Black,Fall,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/79e693b484848f12265b4dd4a155fae9_images.jpg,United,Srinagar,cotton,regular,14,2
41401,Women,Topwear,Tops,White,Summer,2012.0,Casual,http://assets.myntassets.com/v1/images/style/properties/907aca262d340d45f49d7d3690fdc953_images.jpg,Wrangler,Chennai,lace,wrap,3,4
4386,Men,Topwear,Tshirts,Grey,Summer,2011.0,Casual,http://assets.myntassets.com/v1/images/style/properties/dc7e36dcafbb8aeb71dc2ebbd4427ca7_images.jpg,Wrangler,Hyderabad,nylon,slim,7,2
